time,angle,rep_count,pain_level
0.14325308799743652,31.523113150378844,0,0
0.376725435256958,26.420088701887355,0,0
0.619603157043457,27.31823204320062,0,0
0.847273588180542,29.281021570458627,0,0
1.055356502532959,29.166725649577856,0,0
1.2637271881103516,34.05661316198828,0,0
1.5083098411560059,34.80386798747533,0,0
1.721816062927246,34.99251286825043,0,0
1.9382085800170898,26.618096896882847,0,0
2.1830897331237793,23.25293964436179,0,0
2.5080971717834473,23.08949205109774,0,0
2.7211720943450928,19.297357372436963,0,0
2.949023723602295,52.5218925253877,0,0
3.160266637802124,61.782989618043956,0,0
3.3619513511657715,59.38681485810142,0,0
3.5682554244995117,55.20499235662633,0,0
3.7722208499908447,53.23942371722511,0,0
3.9918835163116455,52.033861106950106,0,0
4.207421541213989,52.28061811730954,0,0
4.460638523101807,64.34813143518774,0,0
4.67290735244751,65.82510186790546,0,0
4.871089220046997,60.37211825968977,0,0
5.104481220245361,1.6775240682706223,0,0
5.338045120239258,3.2411689941065656,0,0
5.56035590171814,9.481573304953269,0,0
5.776099681854248,15.42328480156856,0,0
5.999582052230835,23.907414466977084,0,0
6.2221739292144775,47.63907495080807,0,0
6.43276047706604,34.47061011749114,0,0
6.672443628311157,61.52150512113484,0,0
6.8796937465667725,59.29771479141127,0,0
7.09379506111145,54.39783954912546,0,0
7.344178676605225,39.400054931688636,0,0
7.600061655044556,76.35024676942385,0,0
7.807528257369995,50.16013891493703,0,0
8.063640356063843,15.171369122703743,0,0
8.272435665130615,45.33049310980941,0,0
8.496478796005249,126.49286273185209,1,0
8.736676692962646,103.49862975655685,1,0
8.95910096168518,88.94795676528149,1,0
9.168337106704712,66.11620110445469,1,0
9.409163236618042,53.49432583766475,1,0
9.632831573486328,22.332505066254026,1,0
9.855567216873169,16.113982667223425,1,0
10.064658880233765,16.096250687319085,1,0
10.28760027885437,23.634160244905576,1,0
10.51304292678833,31.577866122945416,1,0
10.735637426376343,21.49139091422697,1,0
10.944197416305542,63.6805029042363,1,0
11.169027090072632,37.79390360615939,1,0
11.391260385513306,51.83890316700969,1,0
11.632369756698608,4.75864289925579,1,0
11.840812921524048,15.516076099105353,1,0
12.095694541931152,21.616832200435205,1,0
12.304777145385742,14.37126240837387,1,0
12.544230461120605,22.706642412996697,1,0
12.754206657409668,27.439578808508497,1,0
12.983859300613403,28.790221909092182,1,0
13.18459677696228,24.562848733708446,1,0
13.40901517868042,33.689661310699655,1,0
13.621093988418579,29.499389473116004,1,0
13.840734958648682,21.351495943499934,1,0
14.047736883163452,19.998584360714126,1,0
14.288629055023193,20.713159987436157,1,0
14.51140570640564,25.118584902738657,1,0
14.738977670669556,25.612808370856,1,0
14.944562196731567,22.640525886293805,1,0
15.156801462173462,23.019622668260123,1,0
15.39285135269165,23.163091304649768,1,0
15.599670648574829,23.047112524311014,1,0
15.824897289276123,23.43395063794603,1,0
16.05536389350891,22.441937335408742,1,0
16.2727210521698,21.004747718029858,1,0
16.558289289474487,15.504881237750904,1,0
16.815128803253174,13.033871899941515,1,0
17.040319681167603,6.481708182668468,1,0
17.26395845413208,2.468025613437514,1,0
17.472982168197632,16.9937415819841,1,0
17.712218761444092,41.73582265434838,1,0
17.941503286361694,34.308959701535706,1,0
18.165874481201172,21.441428295191276,1,0
18.377073526382446,25.798520687728207,1,0
18.608240365982056,27.177151733651865,1,0
18.879647493362427,23.273250509496556,1,0
19.088579893112183,18.737087366834388,1,0
19.311599493026733,20.196792488860403,1,0
19.547080039978027,17.045909478407573,1,0
19.771949529647827,17.52717496612034,1,0
19.984736919403076,21.735452694137756,1,0
20.207018613815308,19.634334549496113,1,0
20.448289155960083,17.438771588104647,1,0
20.672651529312134,17.387756131078504,1,0
20.89641046524048,16.912313983175647,1,0
21.121092557907104,16.95218765807317,1,0
21.34297752380371,14.625860022932292,1,0
21.552976608276367,14.549018981064759,1,0
21.79293155670166,9.512546540567236,1,0
22.021703004837036,36.03436722925608,1,0
22.250444889068604,20.608927342945826,1,0
22.48210644721985,21.357898198343733,1,0
22.721776485443115,27.16907096253035,1,0
22.958568811416626,23.583671948365055,1,0
23.190051078796387,25.58908727617007,1,0
23.437833070755005,15.745904707769723,1,0
23.654181241989136,16.942717807677113,1,0
